"","ID","Valence","Arousal","Tendency_Approach","V.H","Description","Category_Valence","Category_Arousal"
"312","Landscapes_066_h",3.9184,5.5,4.16,"h","Dustbins","Negative","Neutral"
"313","Objects_135_h",3.92,5.06,3.88,"h","Bottles","Negative","Neutral"
"314","Landscapes_006_h",3.92,4.98,4.1,"h","Crashed Trains","Negative","Neutral"
"315","Faces_280_h",3.9362,6.4043,3.8511,"h","Box Fighters","Negative","Aroused"
"316","Objects_106_v",3.9365,5.4839,3.7619,"v","Fridge","Negative","Neutral"
"317","Faces_165_v",3.9375,5.8298,4,"v","Elderly Man","Negative","Aroused"
"318","People_117_h",3.9375,5.3191,4.3333,"h","Homeless Man","Negative","Neutral"
"319","Faces_279_h",3.94,5.64,4.5306,"h","Sad People","Negative","Aroused"
"320","People_073_v",3.9531,6.5606,4.2424,"v","Man With Gun","Negative","Aroused"
"321","Faces_014_h",3.9531,6.2308,4.3385,"h","Children","Negative","Aroused"
"322","Landscapes_070_h",3.9556,5.5333,4.7609,"h","Industry","Negative","Aroused"
"323","People_156_h",3.9565,5.8085,3.8298,"h","Foot","Negative","Aroused"
"324","Objects_318_h",3.9574,5.5319,4.7174,"h","Car","Negative","Aroused"
"325","Objects_136_h",3.9574,5.3878,4.4894,"h","Objects","Negative","Neutral"
"326","Objects_235_h",3.9583,5.2708,4.234,"h","Doorbell","Negative","Neutral"
"327","Faces_155_h",3.9778,5.1702,5.3404,"h","Girl Crying","Negative","Neutral"
"328","Faces_163_h",3.9783,6.3542,4.2083,"h","Men ","Negative","Aroused"
"329","Objects_017_v",4,5.88,3.5294,"v","Meat","Negative","Aroused"
"330","Objects_116_v",4.0152,4.5231,4.4091,"v","Curtain","Negative","Relaxed"
"331","People_080_h",4.02,5.1346,3.9412,"h","Cigarette","Negative","Neutral"
"332","Animals_052_v",4.0408,6.7959,3.551,"v","Spider","Negative","Aroused"
"333","Landscapes_058_h",4.0417,5.3958,4.5918,"h","Devastated House","Negative","Neutral"
"334","Objects_128_h",4.0426,5.1957,3.9574,"h","Tiles","Negative","Neutral"
"335","Landscapes_074_h",4.0426,4.9787,4.2128,"h","Industry","Negative","Neutral"
"336","Objects_107_h",4.0435,5.4565,4.4222,"h","Toy","Negative","Neutral"
"337","Faces_154_h",4.0597,5.6418,3.9254,"h","Boy","Negative","Aroused"
"338","Landscapes_003_v",4.0612,5.9375,4.9583,"v","Devastated House","Negative","Aroused"
"339","People_234_h",4.0625,6.375,3.875,"h","Surgery","Negative","Aroused"
"340","Objects_018_h",4.0625,5.8163,3.7447,"h","Meat","Negative","Aroused"
"341","Objects_287_h",4.0625,5.2625,4.7763,"h","Bicycle Frame","Negative","Neutral"
"342","Objects_005_h",4.0638,5.7347,3.5918,"h","Fish","Negative","Aroused"
"343","Objects_156_v",4.0638,5.2979,3.7826,"v","Bathtub","Negative","Neutral"
"344","Objects_236_h",4.0645,5.0862,4.3548,"h","Garbage","Negative","Neutral"
"345","People_079_h",4.0769,5.9692,3.8308,"h","Scythe","Negative","Aroused"
"346","Objects_215_v",4.08,5.2157,3.8431,"v","Toilet","Negative","Neutral"
"347","Objects_122_h",4.0816,5,4.18,"h","Garbage","Negative","Neutral"
"348","Objects_242_h",4.0851,5.1702,3.8542,"h","Dishes","Negative","Neutral"
"349","People_231_h",4.0984,6.1639,4.6333,"h","Skeleton","Negative","Aroused"
"350","Landscapes_045_h",4.1045,5.7971,4.5143,"h","Doors","Negative","Aroused"
"351","Faces_015_h",4.1176,5.74,3.7451,"h","Children","Negative","Aroused"
"352","People_170_v",4.1176,5.7255,4.8846,"v","Beggar Woman","Negative","Aroused"
"353","Objects_225_h",4.1277,5.3261,4.3958,"h","Chain","Negative","Neutral"
"354","Objects_202_h",4.1373,6.1569,4.8627,"h","Cannon","Negative","Aroused"
"355","Faces_037_h",4.1373,5.8235,5.18,"h","Boy Crying","Negative","Aroused"
"356","Animals_036_h",4.1489,6,5.0426,"h","Horses","Negative","Aroused"
"357","People_141_h",4.1489,5.5319,4.6458,"h","Sad Peiople","Negative","Aroused"
"358","Objects_133_h",4.1515,5.6061,4.1061,"h","Objects","Negative","Aroused"
"359","Faces_162_h",4.1556,5.6818,4.1333,"h","Sad Couple","Negative","Aroused"
"360","People_139_h",4.1591,6.5333,5.4884,"h","Drowning Child","Negative","Aroused"
"361","People_053_h",4.1667,5.9375,4.7083,"h","Child","Negative","Aroused"
"362","Objects_159_v",4.1731,5.0385,4.2885,"v","Broken Shelf","Negative","Neutral"
"363","People_032_h",4.1837,6.2708,5.1224,"h","Child","Negative","Aroused"
"364","Objects_184_v",4.1837,5.051,3.6489,"v","Dustbin","Negative","Neutral"
"365","Landscapes_156_h",4.1915,5.3617,4.7447,"h","Trees","Negative","Neutral"
"366","Objects_118_v",4.1957,5.766,4.383,"v","Handcuffs","Negative","Aroused"
"367","Animals_061_h",4.2041,6.6078,3.9412,"h","Dog","Negative","Aroused"
"368","Faces_161_h",4.2174,5.4898,3.7708,"h","Woman Smoking","Negative","Neutral"
"369","Faces_036_h",4.234,5.4468,5.1064,"h","Woman And A Child","Negative","Neutral"
"370","Faces_204_v",4.234,5.087,4.1064,"v","Man","Negative","Neutral"
"371","Animals_143_h",4.2424,6.5758,4.1061,"h","Snake","Negative","Aroused"
"372","Objects_164_h",4.2549,5.12,4,"h","Objects","Negative","Neutral"
"373","Faces_157_h",4.2549,4.6078,4.84,"h","Sad Man","Negative","Relaxed"
"374","People_060_v",4.2667,5.7556,3.9556,"v","Butcher Woman","Negative","Aroused"
"375","People_131_h",4.2766,5.7083,4.5417,"h","Man And Dog","Negative","Aroused"
"376","Faces_038_h",4.2826,6.4255,4.6809,"h","Boy With A Gun","Negative","Aroused"
"377","Landscapes_032_v",4.2857,5.3182,4.4651,"v","Devastated House","Negative","Neutral"
"378","People_034_h",4.2917,6.62,4.1837,"h","Infant","Negative","Aroused"
"379","People_011_h",4.3,6.52,4.5918,"h","Earthquake","Negative","Aroused"
"380","Animals_110_h",4.3,5.66,4.4118,"h","Sea Lions","Negative","Aroused"
"381","Faces_142_h",4.3043,5.7111,4.9783,"h","Sad Woman","Negative","Aroused"
"382","Objects_134_h",4.3182,4.8409,4.5227,"h","Broken Objects","Negative","Neutral"
"383","People_014_h",4.3333,5.5625,4.625,"h","Accident","Negative","Aroused"
"384","Objects_286_h",4.3333,5.4198,5.122,"h","Rusted Car","Negative","Neutral"
"385","Objects_181_h",4.3443,5.6032,4.7581,"h","Towel","Negative","Aroused"
"386","Landscapes_013_v",4.3478,5.0682,4.6087,"v","Wall","Negative","Neutral"
"387","Faces_299_h",4.3542,6.4792,4.4468,"h","Box Fighters","Negative","Aroused"
"388","Objects_282_h",4.3551,5.0943,4.7429,"h","Rust","Negative","Neutral"
"389","Animals_066_h",4.3556,5.7826,4.2391,"h","Pigs","Negative","Aroused"
"390","Animals_023_h",4.36,6.0962,4.3462,"h","Dog'S Teeth","Negative","Aroused"
"391","People_040_h",4.3617,6.6875,4.9583,"h","Infant In Incubator","Negative","Aroused"
"392","Objects_053_h",4.3696,5.8511,3.9167,"h","Meal","Negative","Aroused"
"393","Objects_248_h",4.3696,5.1522,4.2826,"h","Switch","Negative","Neutral"
"394","People_236_v",4.375,5.9796,4.6939,"v","Skeletons","Negative","Aroused"
"395","People_059_v",4.3846,5.75,4.3654,"v","Butcher Woman","Negative","Aroused"
"396","Animals_151_v",4.3958,6.1633,4.1633,"v","Worm","Negative","Aroused"
"397","Landscapes_012_h",4.4,4.6222,4.5556,"h","Bridge","Negative","Neutral"
"398","Objects_252_h",4.413,5.2766,4.4468,"h","Objects","Negative","Neutral"
"399","Objects_175_h",4.4255,5,4.7447,"h","Garbage","Negative","Neutral"
"400","Objects_234_h",4.4262,4.9677,4.5238,"h","Door Handle","Negative","Neutral"
"401","Objects_113_h",4.4318,5.7111,4.6,"h","Glass","Negative","Aroused"
"402","People_076_h",4.4348,5.9565,4.8085,"h","Gun","Negative","Aroused"
"403","Landscapes_027_v",4.4348,5.3617,4.5,"v","Devastated Building","Negative","Neutral"
"404","People_018_h",4.4375,6.3265,5.3878,"h","Accident","Negative","Aroused"
"405","Objects_105_h",4.4375,6.2,4.75,"h","Knives","Negative","Aroused"
"406","Faces_168_h",4.4375,5.5306,4.551,"h","Man","Negative","Aroused"
"407","Animals_051_h",4.4478,5.7576,4.0882,"h","Sick Birds","Negative","Aroused"
"408","Animals_086_v",4.4478,5.4265,3.9714,"v","Cat","Negative","Neutral"
"409","Faces_160_v",4.451,5.9423,4.6346,"v","Woman","Negative","Aroused"
"410","Faces_278_h",4.4565,5.3333,4.3333,"h","Woman And Man","Negative","Neutral"
"411","Faces_144_h",4.4583,6.0833,4.2041,"h","Man","Negative","Aroused"
"412","Objects_138_h",4.4583,5.9362,4.4894,"h","Bottles","Negative","Aroused"
"413","Faces_177_v",4.4681,5.9149,4.8085,"v","Masked Man ","Negative","Aroused"
"414","People_057_h",4.4681,5.7391,3.7292,"h","Marketplace","Negative","Aroused"
"415","Objects_019_h",4.4694,5.7755,4.1837,"h","Meat","Negative","Aroused"
"416","Faces_169_v",4.4694,4.98,4.4,"v","Man Smoking","Negative","Neutral"
"417","Faces_275_h",4.4773,5.8511,4.2826,"h","Elderly Man","Negative","Aroused"
"418","Objects_165_v",4.4783,5.766,5.4043,"v","Wooden Bellows","Negative","Aroused"
"419","Objects_146_h",4.4844,4.875,4.4603,"h","Glass","Negative","Neutral"
"420","Animals_004_v",4.5,7.0192,4.6346,"v","Wolf","Negative","Aroused"
"421","Objects_036_v",4.5,5.5313,4.6,"v","Jar","Negative","Aroused"
"422","Faces_266_h",4.5,5.5306,4.1224,"h","Butcher","Negative","Aroused"
"423","Faces_281_h",4.5,5,5.0204,"h","Hurting Woman","Negative","Neutral"
"424","Objects_010_h",4.5,4.9348,4.6522,"h","Rotten Bread","Negative","Neutral"
"425","Landscapes_078_h",4.5,4.86,4.94,"h","Bridge","Negative","Neutral"
"426","Animals_059_h",4.5192,6.5,4.2692,"h","Spider","Negative","Aroused"
"427","Landscapes_033_h",4.5208,5.4167,4.7292,"h","Building","Negative","Neutral"
"428","Faces_212_h",4.5208,5.1042,4.3958,"h","Man","Negative","Neutral"
"429","People_035_h",4.5246,5.1563,4.9231,"h","Children","Negative","Neutral"
"430","Objects_015_v",4.5294,5.6471,4.2,"v","Meat","Negative","Aroused"
"431","Animals_142_h",4.5319,5.98,4.44,"h","Snake","Negative","Aroused"
"432","Objects_186_v",4.5476,4.8333,4.5455,"v","Thermometer","Negative","Neutral"
"433","Objects_228_h",4.551,5.26,4.3673,"h","Pipes","Negative","Neutral"
"434","Faces_029_h",4.5529,5.7176,4.5238,"h","Baby In Incubator","Negative","Aroused"
"435","Objects_281_h",4.5556,4.9565,4.5652,"h","Car","Negative","Neutral"
"436","Faces_197_v",4.56,4.8235,5.2353,"v","Woman","Negative","Neutral"
"437","Faces_202_v",4.5625,4.8542,4.375,"v","Man","Negative","Neutral"
"438","Animals_015_h",4.5714,5.898,4.4898,"h","Snake","Negative","Aroused"
"439","Objects_177_h",4.5714,5.2449,4.4286,"h","Cables","Negative","Neutral"
"440","Faces_301_h",4.5714,4.9583,5.0612,"h","Man And Woman","Negative","Neutral"
"441","Animals_031_h",4.58,5.38,4.04,"h","Fly","Negative","Neutral"
"442","Faces_024_h",4.5833,5.7755,5.1837,"h","Child","Negative","Aroused"
"443","Landscapes_015_h",4.587,4.9362,4.5833,"h","Devastated Houses","Negative","Neutral"
"444","Animals_010_h",4.5926,5.9024,4.7229,"h","Sick Kitten","Negative","Aroused"
"445","Objects_277_h",4.5932,4.9831,5,"h","Rusted Car","Negative","Neutral"
"446","Animals_021_h",4.5962,6.2692,4.25,"h","Small Alligators","Negative","Aroused"
"447","Objects_124_h",4.5968,5.1803,4.3333,"h","Toilet","Negative","Neutral"
"448","Faces_156_h",4.6087,5.8478,3.7174,"h","Man","Neutral","Aroused"
"449","People_132_h",4.617,6.3333,5.0208,"h","Football Players","Neutral","Aroused"
"450","Animals_069_h",4.6522,6.5,4.1912,"h","Spider","Neutral","Aroused"
"451","Objects_035_h",4.6939,5.5714,4.4286,"h","Fish","Neutral","Aroused"
"452","People_203_v",4.7292,6.2917,4.5918,"v","Surgery","Neutral","Aroused"
"453","Objects_009_h",4.7302,5.5313,4.3281,"h","Sausage","Neutral","Aroused"
"454","Animals_030_h",4.7391,6.3333,4.4203,"h","Snake","Neutral","Aroused"
"455","People_247_v",4.7551,6.2041,4.3673,"v","Ear Puncture","Neutral","Aroused"
"456","Faces_022_h",4.7556,5.8043,5.6818,"h","Sad Child","Neutral","Aroused"
"457","Animals_007_h",4.76,7.0588,4.8039,"h","Wolf","Neutral","Aroused"
"458","Faces_277_h",4.7708,6.5833,4.8085,"h","Box Fighters","Neutral","Aroused"
"459","People_036_h",4.7742,5.7302,4.9219,"h","Infant In Incubator","Neutral","Aroused"
"460","Animals_111_h",4.7843,6.1,4.7115,"h","Bats","Neutral","Aroused"
"461","Animals_079_h",4.7959,5.94,4.6327,"h","Snake","Neutral","Aroused"
"462","Landscapes_024_v",4.7959,4.3617,4.7143,"v","Block Of Flats","Neutral","Relaxed"
"463","Faces_167_v",4.8431,4.3922,4.54,"v","Man","Neutral","Relaxed"
"464","Animals_141_h",4.9333,5.5227,4.1556,"h","Monkey","Neutral","Aroused"
"465","People_066_v",4.9348,5.7609,4.4681,"v","Fish Stall","Neutral","Aroused"
"466","Animals_047_h",4.9388,5.7917,4.5208,"h","Lion","Neutral","Aroused"
"467","Objects_112_h",4.9697,4.5303,5.1642,"h","Bouquet","Neutral","Relaxed"
"468","Landscapes_061_h",4.9792,4.5918,5.4286,"h","Mine","Neutral","Relaxed"
"469","Animals_011_h",5,7.3542,5.4286,"h","Black Panther","Neutral","Aroused"
"470","Animals_072_h",5,6.3617,4.625,"h","Snake","Neutral","Aroused"
"471","Animals_058_h",5.0161,6.1406,4.8923,"h","Snake","Neutral","Aroused"
"472","Objects_119_h",5.0444,5.5217,5.087,"h","Knife","Neutral","Aroused"
"473","Landscapes_076_h",5.0625,4.5833,4.9583,"h","Wall","Neutral","Relaxed"
"474","Animals_035_h",5.0769,6.1346,4.6415,"h","Snake","Neutral","Aroused"
"475","Faces_286_h",5.0851,5.9574,5.087,"h","Judo Fighters","Neutral","Aroused"
"476","Animals_200_v",5.1064,5.8043,4.8478,"v","Cat","Neutral","Aroused"
"477","Objects_274_h",5.1167,5.619,5.1094,"h","Car","Neutral","Aroused"
"478","Objects_014_h",5.1224,5.7347,4.6327,"h","Sausages","Neutral","Aroused"
"479","Animals_006_v",5.125,6.2308,4.8281,"v","Snake","Neutral","Aroused"
"480","Landscapes_044_h",5.125,4.4615,5.2537,"h","House","Neutral","Relaxed"
"481","Landscapes_016_h",5.1333,4.087,5.1489,"h","Block Of Flats","Neutral","Relaxed"
"482","Objects_046_h",5.14,5.7143,5.06,"h","Chicken","Neutral","Aroused"
"483","Animals_014_h",5.1449,6,4.8841,"h","Snake","Neutral","Aroused"
"484","People_100_h",5.1458,6.0612,5.25,"h","Firemen","Neutral","Aroused"
"485","Objects_065_h",5.1489,5.625,4.7347,"h","Lobsters","Neutral","Aroused"
"486","Landscapes_091_h",5.1556,4.5652,5.5435,"h","Window","Neutral","Relaxed"
"487","Landscapes_019_h",5.1765,4.3077,6.0577,"h","Devastated House","Neutral","Relaxed"
"488","Faces_292_h",5.1803,5.7619,5.2063,"h","Man","Neutral","Aroused"
"489","Faces_264_h",5.1837,5.8,4.6471,"h","Butcher Woman","Neutral","Aroused"
"490","Faces_008_h",5.2115,6,5.6346,"h","Child Crying","Neutral","Aroused"
"491","Landscapes_060_h",5.2128,4.2667,5.4255,"h","Mines","Neutral","Relaxed"
"492","Animals_083_h",5.2292,5.7551,5.6042,"h","Cat","Neutral","Aroused"
"493","Faces_297_h",5.2444,6.5682,5.7955,"h","Karate Fighters","Neutral","Aroused"
"494","Animals_003_h",5.2444,5.5227,5.2,"h","Snake","Neutral","Aroused"
"495","Faces_187_v",5.254,4.5625,5.0635,"v","Man","Neutral","Relaxed"
"496","Animals_216_v",5.2553,5.7917,4.9184,"v","Shrimps","Neutral","Aroused"
"497","Objects_008_h",5.28,5.5882,5.0588,"h","Roasted Chicken","Neutral","Aroused"
"498","Animals_005_h",5.3061,5.82,4.64,"h","Bat","Neutral","Aroused"
"499","Animals_044_h",5.3239,5.7,4.6286,"h","Bees","Neutral","Aroused"
"500","Animals_020_h",5.3438,6.4308,4.9077,"h","Alligator","Neutral","Aroused"
"501","Animals_026_h",5.3469,5.8824,4.7347,"h","Snake","Neutral","Aroused"
"502","People_155_h",5.3556,5.6087,5.6304,"h","Legs","Neutral","Aroused"
"503","People_104_h",5.3846,4.1154,5.5294,"h","Boats","Neutral","Relaxed"
"504","Faces_183_v",5.4,4.3878,4.9804,"v","Man","Neutral","Relaxed"
"505","Objects_276_h",5.4098,4.5538,5.3692,"h","Car","Neutral","Relaxed"
"506","Landscapes_093_h",5.4127,4.5606,5.6154,"h","Chairs","Neutral","Relaxed"
"507","Objects_160_h",5.413,5.7347,5.8776,"h","Sculptures","Neutral","Aroused"
"508","People_159_h",5.4375,4.4286,5.2917,"h","Elderly Man","Neutral","Relaxed"
"509","Objects_161_v",5.4407,4.4762,5.3175,"v","Kettle","Neutral","Relaxed"
"510","Objects_313_h",5.4583,4.4082,5.6458,"h","Car","Neutral","Relaxed"
"511","Landscapes_080_h",5.4615,4.3505,5.5714,"h","House","Neutral","Relaxed"
"512","Landscapes_111_h",5.4783,4.1304,5.25,"h","Water Lilies","Neutral","Relaxed"
"513","People_028_h",5.48,6.5385,5.32,"h","Dog Cart","Neutral","Aroused"
"514","Objects_278_h",5.4821,4.4915,5.4821,"h","Bicycles","Neutral","Relaxed"
"515","Animals_145_h",5.4902,5.6154,5.2308,"h","Snake","Neutral","Aroused"
"516","People_149_h",5.4921,4.2121,5.5,"h","Man And Dog","Neutral","Relaxed"
"517","Objects_237_h",5.5,4.2667,5.4783,"h","Mug","Neutral","Relaxed"
"518","Animals_138_h",5.5111,5.6596,4.9362,"h","Chicken","Neutral","Aroused"
"519","Animals_070_h",5.52,6.0816,5.2,"h","Snake","Neutral","Aroused"
"520","Animals_082_h",5.5231,4.6061,5.1818,"h","Beetle","Neutral","Relaxed"
"521","Animals_088_h",5.5435,4.5435,5.2391,"h","Fish","Neutral","Relaxed"
"522","Animals_028_h",5.551,6.102,5.6,"h","Bat'S Teeth","Neutral","Aroused"
"523","Animals_080_h",5.551,5.9583,5.3061,"h","Monkey","Neutral","Aroused"
"524","Faces_030_h",5.56,4.5577,5.6154,"h","Child","Neutral","Relaxed"
"525","Faces_208_h",5.5625,4.6042,5.3469,"h","Elderly Man","Neutral","Relaxed"
"526","Objects_227_v",5.5652,4.5217,5.5,"v","Shelter","Neutral","Relaxed"
"527","Faces_200_h",5.5652,4.5,5.1957,"h","Man","Neutral","Relaxed"
"528","Objects_249_v",5.58,4.2745,5.4706,"v","Bottles","Neutral","Relaxed"
"529","Landscapes_135_h",5.58,4.2692,5.8077,"h","Tree","Neutral","Relaxed"
"530","Landscapes_031_h",5.5918,4.4694,5.5102,"h","Bridge","Neutral","Relaxed"
"531","People_249_h",5.6377,5.6714,5.7857,"h","Airplane","Neutral","Aroused"
"532","Faces_048_h",5.6444,4.5111,5.3778,"h","Boys","Neutral","Relaxed"
"533","Animals_209_h",5.6458,4.5417,5.7292,"h","Dog","Neutral","Relaxed"
"534","Animals_046_h",5.6471,5.5849,5.3208,"h","Snake","Neutral","Aroused"
"535","Landscapes_130_h",5.66,4.22,5.902,"h","Field","Neutral","Relaxed"
"536","Animals_087_h",5.6667,5.9362,4.9375,"h","Bat","Neutral","Aroused"
"537","Faces_222_h",5.6667,4.5652,5.4348,"h","Elderly Woman","Neutral","Relaxed"
"538","Objects_257_h",5.68,4.3673,5.58,"h","Sculptures","Neutral","Relaxed"
"539","Faces_315_h",5.6889,4.4565,5.3696,"h","Elderly Couple","Neutral","Relaxed"
"540","Objects_178_v",5.7031,4.2836,5.4179,"v","Candlestick","Neutral","Relaxed"
"541","Faces_251_v",5.7097,4.5714,5.0476,"v","Man","Neutral","Relaxed"
"542","Objects_295_h",5.7143,4.5686,5.8627,"h","Bicycle","Neutral","Relaxed"
"543","Faces_195_v",5.7143,3.6939,5.898,"v","Elderly Woman","Neutral","Relaxed"
"544","Faces_049_h",5.7234,4.6087,5.5745,"h","Girl","Neutral","Relaxed"
"545","Faces_057_h",5.7234,4.4894,5.5745,"h","Boy","Neutral","Relaxed"
"546","Objects_090_h",5.7302,4.4355,5.4032,"h","Onions","Neutral","Relaxed"
"547","Landscapes_144_h",5.7313,4.6087,5.9286,"h","Field","Neutral","Relaxed"
"548","Animals_022_h",5.74,5.7451,5.3137,"h","Small Alligators","Neutral","Aroused"
"549","Faces_196_h",5.7547,4.3585,5.6415,"h","Man","Neutral","Relaxed"
"550","Landscapes_083_h",5.76,4.18,5.4,"h","Building","Neutral","Relaxed"
"551","Animals_218_h",5.766,4.3617,5.5745,"h","Ducks","Neutral","Relaxed"
"552","Objects_200_h",5.7755,4.4694,6.0612,"h","Telephone","Neutral","Relaxed"
"553","Faces_224_h",5.7778,4.2391,5.3478,"h","Elderly Woman","Neutral","Relaxed"
"554","Objects_258_h",5.7794,4.5588,5.5147,"h","Shoes","Neutral","Relaxed"
"555","Objects_214_h",5.7843,4.1132,6.2642,"h","Potteries","Neutral","Relaxed"
"556","Animals_009_v",5.7872,5.6122,5.766,"v","Cat","Neutral","Aroused"
"557","Faces_209_h",5.8182,4.5778,5.2444,"h","Elderly Woman","Neutral","Relaxed"
"558","Faces_319_v",5.8298,4.5106,5.4894,"v","Man And Woman","Neutral","Relaxed"
"559","Objects_166_h",5.8333,4.5918,5.551,"h","Shoes","Neutral","Relaxed"
"560","Landscapes_072_h",5.8333,4,6.2727,"h","House","Neutral","Relaxed"
"561","Faces_069_h",5.8511,4.6042,5.8125,"h","Boy","Neutral","Relaxed"
"562","Landscapes_037_v",5.8696,3.9783,5.6957,"v","Houses","Neutral","Relaxed"
"563","Animals_085_h",5.8723,6.625,5.8085,"h","Lion","Neutral","Aroused"
"564","Animals_199_h",5.8846,4.46,5.3333,"h","Horse","Neutral","Relaxed"
"565","Objects_220_h",5.8851,4.0115,5.9765,"h","Metal Objects","Neutral","Relaxed"
"566","Landscapes_040_h",5.8936,4.5714,6.1429,"h","House","Neutral","Relaxed"
"567","Objects_054_h",5.898,4.449,5.64,"h","Meal","Neutral","Relaxed"
"568","Landscapes_046_h",5.9104,3.1563,6.1343,"h","Windows","Neutral","Relaxed"
"569","Objects_020_h",5.9118,4.3088,5.7164,"h","Haricots","Neutral","Relaxed"
"570","Objects_303_h",5.9167,4.5714,5.8776,"h","Bicycle","Neutral","Relaxed"
"571","Objects_043_h",5.9167,4.2292,5.9796,"h","Ginger","Neutral","Relaxed"
"572","People_138_h",5.9167,3.7234,6.0217,"h","Elderly Man","Neutral","Relaxed"
"573","Objects_219_h",5.92,4.25,6.0577,"h","Glass","Neutral","Relaxed"
"574","Faces_207_h",5.9592,4.5,6.2292,"h","Elderly Woman","Neutral","Relaxed"
"575","Animals_164_h",5.96,4.4,5.86,"h","Sea Lion","Neutral","Relaxed"
"576","Faces_045_h",5.9706,4.2319,5.7536,"h","Girl","Neutral","Relaxed"
"577","Objects_271_h",5.9787,4.3617,6.0217,"h","Toys","Neutral","Relaxed"
"578","Faces_307_v",5.98,4.38,5.7,"v","Couple","Neutral","Relaxed"
"579","Animals_055_h",5.9804,5.5686,5.44,"h","Shark","Neutral","Aroused"
"580","Landscapes_042_h",5.9804,4.3519,5.9259,"h","Building","Neutral","Relaxed"
"581","Objects_297_h",6,4.2826,6.1277,"h","Scooter","Neutral","Relaxed"
"582","Objects_201_v",6,3.9149,5.875,"v","Cloths","Neutral","Relaxed"
"583","Faces_341_h",6.0167,4.541,5.4,"h","Elderly People","Neutral","Relaxed"
"584","People_163_v",6.0185,4.434,5.9444,"v","Elderly Man","Neutral","Relaxed"
"585","Objects_044_v",6.0196,3.7,5.6042,"v","Mushrooms","Neutral","Relaxed"
"586","Objects_198_h",6.02,4.449,6,"h","Coins","Neutral","Relaxed"
"587","Landscapes_055_h",6.02,4.1569,5.902,"h","Vineyard","Neutral","Relaxed"
"588","Faces_295_h",6.0204,6.3469,5.551,"h","Judo Fighters","Neutral","Aroused"
"589","Objects_092_v",6.0213,5.9583,5.8125,"v","Meal","Neutral","Aroused"
"590","Faces_020_h",6.0213,5.6739,5.1915,"h","Child Eating","Neutral","Aroused"
"591","Faces_062_v",6.0213,4.3636,5.8444,"v","Girl","Neutral","Relaxed"
"592","Animals_104_h",6.0213,4.1837,5.9388,"h","Pigeon","Neutral","Relaxed"
"593","Animals_119_h",6.0299,4.2154,5.8529,"h","Crow","Neutral","Relaxed"
"594","People_248_h",6.0392,5.8269,6.1731,"h","Jet Planes","Neutral","Aroused"
"595","Faces_064_h",6.0408,4.2857,5.6939,"h","Woman And Girls","Neutral","Relaxed"
"596","Faces_318_v",6.06,4.4902,5.6275,"v","Couple","Neutral","Relaxed"
"597","Faces_044_h",6.0625,4.5833,5.9792,"h","Girl","Neutral","Relaxed"
"598","People_158_h",6.0638,4.5625,5.5714,"h","Woman And Pigeons","Neutral","Relaxed"
"599","Faces_355_h",6.0833,4.5745,5.9792,"h","Elderly Couple","Neutral","Relaxed"
"600","People_166_h",6.0938,4.3281,5.5873,"h","Man","Neutral","Relaxed"
"601","Landscapes_069_v",6.0943,4.2885,6,"v","Railroad Tracks ","Neutral","Relaxed"
"602","Faces_343_h",6.1042,4.2157,5.7647,"h","Man","Neutral","Relaxed"
"603","Faces_203_h",6.1111,4.2,5.5333,"h","Elderly Man","Neutral","Relaxed"
"604","Objects_255_v",6.1304,4.5745,6.4468,"v","Shoes","Neutral","Relaxed"
"605","People_105_h",6.1429,3.9796,6.0612,"h","Building","Neutral","Relaxed"
"606","Landscapes_075_h",6.1458,4.1667,6,"h","Windows","Neutral","Relaxed"
"607","Objects_038_v",6.16,4.36,5.86,"v","Pumpkin","Neutral","Relaxed"
"608","Animals_135_v",6.1667,4.25,5.8615,"v","Insect","Neutral","Relaxed"
"609","People_093_h",6.1698,4.2778,6.2593,"h","Huts","Neutral","Relaxed"
"610","Objects_301_h",6.1702,5.9167,6.5532,"h","Jet Planes","Neutral","Aroused"
"611","Landscapes_073_h",6.1739,4.3478,6,"h","House","Neutral","Relaxed"
"612","Objects_028_v",6.1739,4.3125,5.9167,"v","Mushrooms","Neutral","Relaxed"
"613","People_151_h",6.1765,4.5294,6.1538,"h","Woman","Neutral","Relaxed"
"614","People_027_h",6.18,4.52,6.3061,"h","Bedouin","Neutral","Relaxed"
"615","Faces_056_h",6.1846,4.0597,5.8507,"h","Boy","Neutral","Relaxed"
"616","Objects_265_h",6.1887,4.3774,6.4717,"h","Handwork","Neutral","Relaxed"
"617","Landscapes_018_h",6.1915,4.2449,6.3191,"h","Devastated House","Neutral","Relaxed"
"618","Landscapes_071_h",6.1915,3.82,6,"h","River","Neutral","Relaxed"
"619","Animals_217_h",6.1957,4.0208,6.2917,"h","Pigeons","Neutral","Relaxed"
"620","Objects_304_h",6.2128,4.3061,6.0612,"h","Bicycle","Neutral","Relaxed"
"621","Objects_315_h",6.2292,4.449,5.8776,"h","Trains","Neutral","Relaxed"
"622","Faces_004_h",6.234,5.8,5.5333,"h","Baby Crying","Neutral","Aroused"
"623","Animals_198_h",6.2444,5.5319,5.8043,"h","Lion","Neutral","Aroused"
"624","Animals_002_v",6.2449,6.68,6.0208,"v","Lion","Neutral","Aroused"
"625","Objects_129_h",6.2642,4.5283,6.2075,"h","Shoes","Neutral","Relaxed"
