ID,Category,Nr,V/H,Description,Valence,Valence_SD,AvAp,AvAp_SD,Arousal,Arousal_SD,Width,Height,Luminance,Contrast,JPEG_size80,LABL,LABA,LABB,Entropy,Category_Valence,Category_Arousal,Neutral,Negative,Positive,
Faces_037_h,Faces,37,h,Boy Crying,4.1373,1.6127,5.18,1.6986,5.8235,1.2443,1600,1200,56.1759,55.9804,216373,24.3595,10.7177,23.2505,7.1038,Negative,Aroused,0,1,0,
Animals_036_h,Animals,36,h,Horses,4.1489,1.6149,5.0426,1.8053,6,1.2854,1600,1200,123.8907,71.7334,343015,50.9965,0.9169,13.1926,7.8628,Negative,Aroused,0,1,0,
People_141_h,People,141,h,Sad Peiople,4.1489,1.4139,4.6458,1.6694,5.5319,1.365,1600,1200,146.1259,63.7546,505949,59.7005,-1.8746,4.4172,7.8347,Negative,Aroused,0,1,0,
Objects_133_h,Objects,133,h,Objects,4.1515,1.3727,4.1061,1.656,5.6061,1.1751,1600,1200,158.9457,69.1346,206177,67.5633,14.1482,37.1521,7.6914,Negative,Aroused,0,1,0,
Faces_162_h,Faces,162,h,Sad Couple,4.1556,1.1069,4.1333,1.2541,5.6818,1.2899,1600,1200,68.4035,59.5644,268118,31.7496,10.0767,14.4548,7.4099,Negative,Aroused,0,1,0,
People_139_h,People,139,h,Drowning Child,4.1591,1.4618,5.4884,1.7508,6.5333,1.5754,1600,1200,142.0569,81.6433,166986,57.2459,0.2554,2.8531,7.6888,Negative,Aroused,0,1,0,
People_053_h,People,53,h,Child,4.1667,1.6023,4.7083,1.762,5.9375,1.6033,1600,1200,131.6878,65.679,354728,54.5392,-1.8757,10.9263,7.7258,Negative,Aroused,0,1,0,
Objects_159_v,Objects,159,v,Broken Shelf,4.1731,1.2323,4.2885,1.4189,5.0385,1.154,1200,1600,89.1112,47.3121,325500,37.35,3.9135,4.1148,7.4249,Negative,Neutral,0,0,0,
People_032_h,People,32,h,Child,4.1837,1.8334,5.1224,1.9857,6.2708,1.5675,1600,1200,126.8946,73.4143,228954,52.0894,5.1225,11.0761,7.4076,Negative,Aroused,0,1,0,
Objects_184_v,Objects,184,v,Dustbin,4.1837,1.257,3.6489,1.4481,5.051,0.7306,1200,1600,132.7927,75.9338,329830,53.929,0.1018,0.162,7.8015,Negative,Neutral,0,0,0,
Landscapes_156_h,Landscapes,156,h,Trees,4.1915,1.2094,4.7447,0.9884,5.3617,0.9874,1600,1200,176.6626,83.2884,389613,70.5268,-3.1463,-0.9243,7.1644,Negative,Neutral,0,0,0,
Objects_118_v,Objects,118,v,Handcuffs,4.1957,1.1666,4.383,1.0945,5.766,1.1075,1200,1600,122.2442,75.4853,220383,50.5517,7.507,15.8262,7.8991,Negative,Aroused,0,1,0,
Animals_061_h,Animals,61,h,Dog,4.2041,1.947,3.9412,1.8699,6.6078,1.1503,1600,1200,134.3206,58.7169,201593,55.2664,-4.4863,4.1666,7.4933,Negative,Aroused,0,1,0,
Faces_161_h,Faces,161,h,Woman Smoking,4.2174,1.8963,3.7708,1.6915,5.4898,1.3404,1600,1200,73.8029,73.409,204087,29.9822,0.6556,5.1098,7.3574,Negative,Neutral,0,0,0,
Faces_036_h,Faces,36,h,Woman And A Child,4.234,1.3547,5.1064,2.0025,5.4468,1.7422,1600,1200,92.635,61.6849,190732,38.4541,5.0577,5.5253,7.7561,Negative,Neutral,0,0,0,
Faces_204_v,Faces,204,v,Man,4.234,1.3386,4.1064,1.4178,5.087,1.1121,1200,1600,111.3507,70.1577,253610,47.187,13.3441,14.3513,7.7612,Negative,Neutral,0,0,0,
Animals_143_h,Animals,143,h,Snake,4.2424,1.6461,4.1061,2.0838,6.5758,1.4577,1600,1200,124.8241,74.7888,211003,50.7315,-0.3337,2.9559,7.5376,Negative,Aroused,0,1,0,
Objects_164_h,Objects,164,h,Objects,4.2549,1.2782,4,1.2961,5.12,1.3649,1600,1200,137.2166,78.5796,204425,57.0754,11.9358,14.8019,7.7938,Negative,Neutral,0,0,0,
Faces_157_h,Faces,157,h,Sad Man,4.2549,1.3243,4.84,0.8657,4.6078,1.5502,1600,1200,122.5992,62.7876,375335,50.6678,-1.525,18.1768,7.8608,Negative,Relaxed,0,0,0,
People_060_v,People,60,v,Butcher Woman,4.2667,1.4832,3.9556,1.5661,5.7556,1.0259,1200,1600,71.5409,60.824,281678,30.0746,9.8034,10.3365,7.4789,Negative,Aroused,0,1,0,
People_131_h,People,131,h,Man And Dog,4.2766,1.6772,4.5417,1.9125,5.7083,1.5293,1600,1200,104.1007,58.2435,345693,43.1221,-1.9178,2.1431,7.7422,Negative,Aroused,0,1,0,
Faces_038_h,Faces,38,h,Boy With A Gun,4.2826,2.0294,4.6809,1.8894,6.4255,1.264,1600,1200,116.604,57.8564,166424,48.8775,-4.7175,16.1394,7.7388,Negative,Aroused,0,1,0,
Landscapes_032_v,Landscapes,32,v,Devastated House,4.2857,1.0426,4.4651,1.0083,5.3182,0.9344,1200,1600,67.324,62.845,370365,27.7936,5.4313,8.4013,7.3226,Negative,Neutral,0,0,0,
People_034_h,People,34,h,Infant,4.2917,1.9125,4.1837,1.4673,6.62,1.3981,1600,1200,100.6406,61.0987,312268,41.8089,4.5607,-1.5023,7.7763,Negative,Aroused,0,1,0,
People_011_h,People,11,h,Earthquake,4.3,2.0329,4.5918,1.8475,6.52,1.1822,1600,1200,109.6095,71.2313,502304,44.9079,0.468,3.3325,7.8715,Negative,Aroused,0,1,0,
Animals_110_h,Animals,110,h,Sea Lions,4.3,2.3057,4.4118,2.1277,5.66,1.9125,1600,1200,150.4517,65.346,403220,61.1454,-0.5422,0.6922,7.6077,Negative,Aroused,0,1,0,
Faces_142_h,Faces,142,h,Sad Woman,4.3043,1.5616,4.9783,1.6665,5.7111,1.44,1600,1200,92.1992,67.4245,203208,39.6225,12.3238,21.7996,7.77,Negative,Aroused,0,1,0,
Objects_134_h,Objects,134,h,Broken Objects,4.3182,0.8832,4.5227,0.7621,4.8409,0.9631,1600,1200,117.0502,61.7601,266548,48.6565,0.185,1.7788,7.8099,Negative,Neutral,0,0,0,
People_014_h,People,14,h,Accident,4.3333,1.0318,4.625,1.0764,5.5625,1.1251,1600,1200,137.4878,67.4709,318395,56.3384,-0.5254,-6.1503,7.8624,Negative,Aroused,0,1,0,
Objects_286_h,Objects,286,h,Rusted Car,4.3333,1.3826,5.122,2.0024,5.4198,1.4566,1600,1200,147.8237,53.4394,455963,61.7012,3.3227,11.2371,7.6007,Negative,Neutral,0,0,0,
Objects_181_h,Objects,181,h,Towel,4.3443,1.047,4.7581,1.4787,5.6032,1.2768,1600,1200,61.517,47.8216,389626,25.6112,4.8756,7.1384,7.1635,Negative,Aroused,0,1,0,
Landscapes_013_v,Landscapes,13,v,Wall,4.3478,1.6223,4.6087,1.8071,5.0682,0.9499,1200,1600,104.1389,49.2405,408924,44.8078,9.2115,41.5174,7.4795,Negative,Neutral,0,0,0,
Faces_299_h,Faces,299,h,Box Fighters,4.3542,1.9405,4.4468,2.1448,6.4792,1.2375,1600,1200,58.6211,70.0139,282211,23.7011,1.6033,3.1083,6.8638,Negative,Aroused,0,1,0,
Objects_282_h,Objects,282,h,Rust,4.3551,1.0024,4.7429,0.7599,5.0943,0.8677,1600,1200,100.4532,69.5447,175113,42.5417,-11.0369,-2.9973,7.5991,Negative,Neutral,0,0,0,
Animals_066_h,Animals,66,h,Pigs,4.3556,1.8727,4.2391,1.649,5.7826,1.2634,1600,1200,117.4545,63.1086,312529,48.2606,0.0342,1.3491,7.8944,Negative,Aroused,0,1,0,
Animals_023_h,Animals,23,h,Dog'S Teeth,4.36,1.4535,4.3462,1.792,6.0962,1.2565,1600,1200,140.0444,73.4675,181865,57.0246,3.3925,5.1134,7.8264,Negative,Aroused,0,1,0,
People_040_h,People,40,h,Infant In Incubator,4.3617,1.7499,4.9583,1.9565,6.6875,1.6263,1600,1200,139.8722,71.995,139391,57.2469,2.1828,6.6163,7.8839,Negative,Aroused,0,1,0,
Objects_053_h,Objects,53,h,Meal,4.3696,1.7933,3.9167,1.7845,5.8511,1.0628,1600,1200,126.2349,74.4866,254109,51.6006,-0.0082,13.2699,7.8991,Negative,Aroused,0,1,0,
Objects_248_h,Objects,248,h,Switch,4.3696,1.2176,4.2826,1.0255,5.1522,0.7293,1600,1200,210.1516,68.6495,143857,83.2594,-0.1928,0.7435,6.0182,Negative,Neutral,0,0,0,
People_236_v,People,236,v,Skeletons,4.375,1.8976,4.6939,2.0636,5.9796,1.6265,1200,1600,90.8105,55.38,269365,38.1989,-1.5099,2.2215,7.6834,Negative,Aroused,0,1,0,
People_059_v,People,59,v,Butcher Woman,4.3846,1.484,4.3654,1.7038,5.75,1.2505,1200,1600,100.0086,59.1206,257585,41.8705,5.7171,10.7275,7.7911,Negative,Aroused,0,1,0,
Animals_151_v,Animals,151,v,Worm,4.3958,1.7953,4.1633,1.8523,6.1633,1.2136,1200,1600,68.4681,55.7728,389787,28.7902,5.699,17.565,7.4255,Negative,Aroused,0,1,0,
Landscapes_012_h,Landscapes,12,h,Bridge,4.4,0.9391,4.5556,1.0987,4.6222,1.4188,1600,1200,116.211,98.6814,311110,46.3098,0.8122,5.0549,7.149,Negative,Neutral,0,0,0,
Objects_252_h,Objects,252,h,Objects,4.413,1.0662,4.4468,1.1943,5.2766,1.0151,1600,1200,155.2599,61.6323,699376,63.2143,0.4127,4.6137,7.7027,Negative,Neutral,0,0,0,
Objects_175_h,Objects,175,h,Garbage,4.4255,1.058,4.7447,1.1125,5,0.9555,1600,1200,121.5676,91.6262,267907,48.7715,-0.4667,4.0525,7.6129,Negative,Neutral,0,0,0,
Objects_234_h,Objects,234,h,Door Handle,4.4262,0.9212,4.5238,1.0295,4.9677,0.7886,1600,1200,164.8238,68.5126,308529,66.9233,6.6085,3.1942,7.589,Negative,Neutral,0,0,0,
Objects_113_h,Objects,113,h,Glass,4.4318,1.1289,4.6,1.4523,5.7111,1.1406,1600,1200,55.722,66.1852,309363,22.3068,0.2777,1.622,7.0223,Negative,Aroused,0,1,0,
People_076_h,People,76,h,Gun,4.4348,1.5151,4.8085,1.9296,5.9565,1.2988,1600,1200,61.5824,55.9703,331728,25.0262,-1.2733,3.4754,7.3324,Negative,Aroused,0,1,0,
Landscapes_027_v,Landscapes,27,v,Devastated Building,4.4348,1.0884,4.5,1.0916,5.3617,0.9424,1200,1600,106.6181,67.6995,324580,44.2921,0.0366,-2.0163,7.6642,Negative,Neutral,0,0,0,
People_018_h,People,18,h,Accident,4.4375,1.5832,5.3878,1.789,6.3265,1.1617,1600,1200,63.0188,45.1965,375495,26.0515,-1.2298,2.154,7.0668,Negative,Aroused,0,1,0,
Objects_105_h,Objects,105,h,Knives,4.4375,1.6999,4.75,1.7924,6.2,1.178,1600,1200,107.2498,65.43,313427,44.0953,2.378,1.4773,7.8692,Negative,Aroused,0,1,0,
Faces_168_h,Faces,168,h,Man,4.4375,1.2532,4.551,1.5554,5.5306,1.26,1600,1200,93.898,78.8026,214132,38.3126,3.1362,5.6362,7.7104,Negative,Aroused,0,1,0,
Animals_051_h,Animals,51,h,Sick Birds,4.4478,1.8114,4.0882,1.8507,5.7576,1.589,1600,1200,133.6719,51.3829,298178,55.9445,9.9805,20.4874,7.5555,Negative,Aroused,0,1,0,
Animals_086_v,Animals,86,v,Cat,4.4478,1.7691,3.9714,1.4839,5.4265,1.4488,1200,1600,159.7932,75.2645,377927,65.3107,-9.0338,11.1313,7.4487,Negative,Neutral,0,0,0,
Faces_160_v,Faces,160,v,Woman,4.451,1.5403,4.6346,1.547,5.9423,1.2897,1200,1600,107.1774,85.794,145663,43.744,7.3603,10.0906,7.5611,Negative,Aroused,0,1,0,
Faces_278_h,Faces,278,h,Woman And Man,4.4565,1.2773,4.3333,1.3817,5.3333,0.8257,1600,1200,129.0875,81.7645,213218,52.4776,2.5535,0.0986,7.7999,Negative,Neutral,0,0,0,
Faces_144_h,Faces,144,h,Man,4.4583,1.8214,4.2041,1.6199,6.0833,1.2855,1600,1200,94.0107,63.2236,193163,39.8227,4.735,5.8212,7.7264,Negative,Aroused,0,1,0,
Objects_138_h,Objects,138,h,Bottles,4.4583,2.1924,4.4894,2.1353,5.9362,1.6992,1600,1200,90.011,79.2787,387750,36.635,3.6028,4.126,7.586,Negative,Aroused,0,1,0,
Faces_177_v,Faces,177,v,Masked Man ,4.4681,1.7049,4.8085,1.7771,5.9149,1.3324,1200,1600,70.3672,57.5935,262141,29.0296,-1.6715,2.6955,7.3942,Negative,Aroused,0,1,0,
People_057_h,People,57,h,Marketplace,4.4681,1.4119,3.7292,1.6852,5.7391,0.976,1600,1200,54.671,51.0293,260235,22.5145,4.4591,3.7186,7.0979,Negative,Aroused,0,1,0,
Objects_019_h,Objects,19,h,Meat,4.4694,1.872,4.1837,2.0583,5.7755,1.1773,1600,1200,84.4005,57.6879,379862,39.5737,32.6994,26.8052,7.6212,Negative,Aroused,0,1,0,
Faces_169_v,Faces,169,v,Man Smoking,4.4694,1.6086,4.4,1.5518,4.98,1.6962,1200,1600,103.9429,64.9044,494320,43.09,5.4069,9.2661,7.8234,Negative,Neutral,0,0,0,
Faces_275_h,Faces,275,h,Elderly Man,4.4773,0.9997,4.2826,1.8934,5.8511,1.367,1600,1200,126.6512,77.3921,395495,51.7117,4.5344,3.899,7.9163,Negative,Aroused,0,1,0,
Objects_165_v,Objects,165,v,Wooden Bellows,4.4783,1.8103,5.4043,1.8137,5.766,1.5067,1200,1600,130.9071,59.421,527358,53.7498,0.7874,3.0586,7.8562,Negative,Aroused,0,1,0,
Objects_146_h,Objects,146,h,Glass,4.4844,1.0689,4.4603,1.2804,4.875,1.1886,1600,1200,149.6902,60.644,331482,61.4444,-9.205,14.106,7.8205,Negative,Neutral,0,0,0,
Animals_004_v,Animals,4,v,Wolf,4.5,1.9554,4.6346,2.2407,7.0192,1.379,1200,1600,122.1532,75.1007,282350,49.8357,3.8232,1.3648,7.6875,Negative,Aroused,0,1,0,
Objects_036_v,Objects,36,v,Jar,4.5,1.1272,4.6,1.7212,5.5313,0.8539,1200,1600,179.3395,78.9218,140207,73.1161,9.6597,10.4424,7.6479,Negative,Aroused,0,1,0,
Faces_266_h,Faces,266,h,Butcher,4.5,1.5437,4.1224,1.7155,5.5306,1.1565,1600,1200,139.2539,63.3577,294976,57.2539,1.55,0.7934,7.7658,Negative,Aroused,0,1,0,
Faces_281_h,Faces,281,h,Hurting Woman,4.5,1.1485,5.0204,1.3148,5,1.5845,1600,1200,169.1769,47.3815,326896,68.8934,-1.4651,7.8357,7.3499,Negative,Neutral,0,0,0,
Objects_010_h,Objects,10,h,Rotten Bread,4.5,1.472,4.6522,1.6359,4.9348,1.2184,1600,1200,143.1229,56.6829,388664,58.8062,0.4661,4.4305,7.7518,Negative,Neutral,0,0,0,
Landscapes_078_h,Landscapes,78,h,Bridge,4.5,1.2164,4.94,1.0184,4.86,1.5254,1600,1200,150.89,90.282,337745,60.723,-3.6835,9.3953,7.1774,Negative,Neutral,0,0,0,
Animals_059_h,Animals,59,h,Spider,4.5192,2.1003,4.2692,2.369,6.5,1.6149,1600,1200,69.2786,56.3541,448539,28.4882,-0.5341,2.9234,7.4991,Negative,Aroused,0,1,0,
Landscapes_033_h,Landscapes,33,h,Building,4.5208,1.1483,4.7292,1.6469,5.4167,1.0071,1600,1200,82.1067,59.7643,548680,34.3697,7.142,6.6354,7.4578,Negative,Neutral,0,0,0,
Faces_212_h,Faces,212,h,Man,4.5208,1.4438,4.3958,1.5122,5.1042,0.9944,1600,1200,88.6455,70.7062,252547,36.6628,0.6708,-7.9386,7.5617,Negative,Neutral,0,0,0,
People_035_h,People,35,h,Children,4.5246,1.4675,4.9231,1.6231,5.1563,1.4716,1600,1200,106.3167,74.1095,328021,45.4458,11.2726,5.356,7.8138,Negative,Neutral,0,0,0,
Objects_015_v,Objects,15,v,Meat,4.5294,1.8905,4.2,2.1285,5.6471,1.2779,1200,1600,112.7524,52.0267,351712,48.612,20.3921,7.8332,7.6775,Negative,Aroused,0,1,0,
Animals_142_h,Animals,142,h,Snake,4.5319,1.5583,4.44,1.8088,5.98,1.5713,1600,1200,105.5123,62.6135,285165,43.6223,0.0396,-3.0139,7.6476,Negative,Aroused,0,1,0,
Objects_186_v,Objects,186,v,Thermometer,4.5476,0.889,4.5455,0.9512,4.8333,0.9084,1200,1600,121.3696,40.4568,269503,50.5439,0.2461,0.6285,6.8458,Negative,Neutral,0,0,0,
Objects_228_h,Objects,228,h,Pipes,4.551,0.7654,4.3673,0.9724,5.26,0.6642,1600,1200,102.44,65.8405,341286,42.1121,3.5528,3.6124,7.7946,Negative,Neutral,0,0,0,
Faces_029_h,Faces,29,h,Baby In Incubator,4.5529,2.0325,4.5238,2.2359,5.7176,1.9677,1600,1200,144.3341,65.0292,287915,59.8696,3.5556,11.3163,7.748,Negative,Aroused,0,1,0,
Objects_281_h,Objects,281,h,Car,4.5556,1.2533,4.5652,1.2047,4.9565,1.0532,1600,1200,164.2628,78.8129,167886,66.0147,1.1065,1.5453,7.6617,Negative,Neutral,0,0,0,
Faces_197_v,Faces,197,v,Woman,4.56,1.4165,5.2353,1.632,4.8235,1.8623,1200,1600,126.225,81.6855,222854,51.2791,4.8398,3.2473,7.7857,Negative,Neutral,0,0,0,
Faces_202_v,Faces,202,v,Man,4.5625,1.4426,4.375,1.5106,4.8542,1.2202,1200,1600,84.7273,64.4431,297237,39.2184,13.1944,20.4203,7.6177,Negative,Neutral,0,0,0,
Animals_015_h,Animals,15,h,Snake,4.5714,1.5411,4.4898,1.7926,5.898,1.6361,1600,1200,138.536,52.4076,276939,57.0657,-1.9751,4.6084,7.601,Negative,Aroused,0,1,0,
Objects_177_h,Objects,177,h,Cables,4.5714,0.866,4.4286,0.8898,5.2449,0.7781,1600,1200,106.3547,68.1802,231740,43.5109,0.3448,-1.7574,7.9059,Negative,Neutral,0,0,0,
Faces_301_h,Faces,301,h,Man And Woman,4.5714,1.0206,5.0612,1.107,4.9583,1.5839,1600,1200,111.7652,63.0888,232113,46.4591,-0.129,10.4189,7.835,Negative,Neutral,0,0,0,
Animals_031_h,Animals,31,h,Fly,4.58,1.3415,4.04,1.4702,5.38,1.0476,1600,1200,104.3508,55.1746,306014,45.0032,18.2689,24.4929,7.4851,Negative,Neutral,0,0,0,
Faces_024_h,Faces,24,h,Child,4.5833,1.1999,5.1837,1.4673,5.7755,1.3581,1600,1200,107.0027,60.2359,483152,44.3177,-0.2578,7.4869,7.8199,Negative,Aroused,0,1,0,
Landscapes_015_h,Landscapes,15,h,Devastated Houses,4.587,1.127,4.5833,1.1455,4.9362,1.3578,1600,1200,84.948,92.5693,363916,34.572,-2.8648,-4.9017,6.0188,Negative,Neutral,0,0,0,
Animals_010_h,Animals,10,h,Sick Kitten,4.5926,1.8082,4.7229,1.8433,5.9024,1.5995,1600,1200,110.1355,65.484,350107,45.3815,2.6975,10.9792,7.8936,Negative,Aroused,0,1,0,
Objects_277_h,Objects,277,h,Rusted Car,4.5932,1.2881,5,1.4264,4.9831,1.0906,1600,1200,110.1657,69.6087,296006,45.6088,4.1919,7.6282,7.6719,Negative,Neutral,0,0,0,
Animals_021_h,Animals,21,h,Small Alligators,4.5962,1.807,4.25,2.1409,6.2692,1.4158,1600,1200,147.6699,64.5975,444843,60.1911,-0.1813,7.1808,7.8906,Negative,Aroused,0,1,0,
Objects_124_h,Objects,124,h,Toilet,4.5968,1.1659,4.3333,1.1216,5.1803,1.0725,1600,1200,113.4157,75.802,325212,46.103,0.5855,0.7929,7.8341,Negative,Neutral,0,0,0,
Faces_156_h,Faces,156,h,Man,4.6087,1.8071,3.7174,1.5006,5.8478,1.5198,1600,1200,110.9006,75.1682,174389,45.8293,4.3211,8.7271,7.8521,Neutral,Aroused,0,0,0,
People_132_h,People,132,h,Football Players,4.617,1.5259,5.0208,1.1758,6.3333,1.1547,1600,1200,112.4219,57.9992,211838,46.8945,-2.9026,11.8506,7.5629,Neutral,Aroused,0,0,0,
Animals_069_h,Animals,69,h,Spider,4.6522,2.0061,4.1912,2.3261,6.5,1.5012,1600,1200,171.4444,79.4125,317775,68.6884,-1.6634,16.9538,7.3562,Neutral,Aroused,0,0,0,
Objects_035_h,Objects,35,h,Fish,4.6939,1.7103,4.4286,1.8028,5.5714,1.0801,1600,1200,88.4159,61.1063,258285,36.5377,1.5529,3.9473,7.7208,Neutral,Aroused,0,0,0,
People_203_v,People,203,v,Surgery,4.7292,1.8421,4.5918,2.1977,6.2917,1.3677,1200,1600,74.6744,44.1158,238797,31.8397,-11.9301,14.6324,7.2998,Neutral,Aroused,0,0,0,
Objects_009_h,Objects,9,h,Sausage,4.7302,1.3345,4.3281,1.4806,5.5313,0.9754,1600,1200,160.5508,59.9538,113040,65.596,4.0821,4.6498,7.4383,Neutral,Aroused,0,0,0,
Animals_030_h,Animals,30,h,Snake,4.7391,1.7711,4.4203,1.9282,6.3333,1.4107,1600,1200,162.0685,40.3311,327977,66.2921,-0.7222,-3.9661,7.1518,Neutral,Aroused,0,0,0,
People_247_v,People,247,v,Ear Puncture,4.7551,1.7264,4.3673,1.7876,6.2041,1.2744,1200,1600,68.0802,53.9692,145155,28.7386,11.326,15.07,6.7827,Neutral,Aroused,0,0,0,
Faces_022_h,Faces,22,h,Sad Child,4.7556,1.5397,5.6818,1.6392,5.8043,1.5147,1600,1200,136.9056,66.5078,182698,56.3856,3.9152,18.5546,7.8525,Neutral,Aroused,0,0,0,
Animals_007_h,Animals,7,h,Wolf,4.76,2.046,4.8039,2.1911,7.0588,1.5154,1600,1200,168.7151,73.4077,289501,67.9375,0.4557,4.5626,7.293,Neutral,Aroused,0,0,0,
Faces_277_h,Faces,277,h,Box Fighters,4.7708,2.0446,4.8085,2.1431,6.5833,1.3501,1600,1200,42.5402,55.5532,237239,18.3219,10.093,10.2545,6.5329,Neutral,Aroused,0,0,0,
People_036_h,People,36,h,Infant In Incubator,4.7742,1.8503,4.9219,1.8628,5.7302,1.3584,1600,1200,128.3454,67.8426,302765,52.4777,-2.0443,-2.5464,7.9138,Neutral,Aroused,0,0,0,
Animals_111_h,Animals,111,h,Bats,4.7843,1.8473,4.7115,2.1175,6.1,1.4321,1600,1200,129.1656,52.3501,417628,54.235,15.9394,13.0723,7.6647,Neutral,Aroused,0,0,0,
Animals_079_h,Animals,79,h,Snake,4.7959,1.2907,4.6327,1.7163,5.94,1.596,1600,1200,87.1723,78.0304,203939,36.0139,3.9644,-7.0904,6.813,Neutral,Aroused,0,0,0,
Landscapes_024_v,Landscapes,24,v,Block Of Flats,4.7959,1.0989,4.7143,1.0206,4.3617,1.2411,1200,1600,129.3327,62.8006,342646,53.7214,0.9777,-6.347,7.791,Neutral,Relaxed,0,0,0,
Faces_167_v,Faces,167,v,Man,4.8431,0.8573,4.54,0.9082,4.3922,1.2818,1200,1600,104.9694,83.6807,258067,42.4386,0.4252,0.5004,7.4706,Neutral,Relaxed,0,0,0,
Animals_141_h,Animals,141,h,Monkey,4.9333,1.5869,4.1556,1.6916,5.5227,0.9762,1600,1200,151.2429,61.6716,474564,61.8002,1.0024,9.9311,7.7228,Neutral,Aroused,0,0,0,
People_066_v,People,66,v,Fish Stall,4.9348,1.6248,4.4681,2.0731,5.7609,1.3529,1200,1600,84.4818,58.7333,290695,35.1807,4.2779,11.0761,7.5679,Neutral,Aroused,0,0,0,
Animals_047_h,Animals,47,h,Lion,4.9388,1.7608,4.5208,1.7982,5.7917,1.0097,1600,1200,112.5638,61.6771,584055,46.9665,8.8419,13.7839,7.8742,Neutral,Aroused,0,0,0,
Objects_112_h,Objects,112,h,Bouquet,4.9697,1.1631,5.1642,1.2504,4.5303,1.4488,1600,1200,117.3974,68.7013,506808,48.7502,6.5387,12.1939,7.8875,Neutral,Relaxed,0,0,0,
Landscapes_061_h,Landscapes,61,h,Mine,4.9792,1.4065,5.4286,1.0801,4.5918,1.8134,1600,1200,172.1945,71.9947,255606,69.5807,-2.7891,10.2218,7.4843,Neutral,Relaxed,0,0,0,
Animals_011_h,Animals,11,h,Black Panther,5,2.352,5.4286,2.458,7.3542,1.3126,1600,1200,83.1651,69.6065,640611,34.5174,-8.7095,6.3573,7.6694,Neutral,Aroused,0,0,0,
Animals_072_h,Animals,72,h,Snake,5,1.694,4.625,2.0277,6.3617,1.2756,1600,1200,105.6196,66.9502,388081,43.5757,4.9056,7.9653,7.846,Neutral,Aroused,0,0,0,
Animals_058_h,Animals,58,h,Snake,5.0161,1.9375,4.8923,2.1,6.1406,1.7445,1600,1200,93.7453,46.7486,281602,39.1828,-1.0311,7.8715,7.4873,Neutral,Aroused,0,0,0,
Objects_119_h,Objects,119,h,Knife,5.0444,1.0862,5.087,1.5177,5.5217,1.0486,1600,1200,187.9632,49.7715,229073,75.6665,0.8114,-0.9865,7.0257,Neutral,Aroused,0,0,0,
Landscapes_076_h,Landscapes,76,h,Wall,5.0625,0.885,4.9583,0.7133,4.5833,0.9187,1600,1200,147.5659,71.8184,435655,60.1111,1.4236,14.3771,7.8878,Neutral,Relaxed,0,0,0,
Animals_035_h,Animals,35,h,Snake,5.0769,1.655,4.6415,1.8615,6.1346,1.4556,1600,1200,179.4947,47.7258,497271,72.7161,3.5861,8.926,7.0236,Neutral,Aroused,0,0,0,
Faces_286_h,Faces,286,h,Judo Fighters,5.0851,1.3961,5.087,1.3634,5.9574,1.3506,1600,1200,140.3835,69.6244,410217,57.4642,4.4663,0.5794,7.7117,Neutral,Aroused,0,0,0,
Animals_200_v,Animals,200,v,Cat,5.1064,2.0025,4.8478,2.076,5.8043,1.5293,1200,1600,98.554,64.6127,239379,40.6336,-2.6216,5.1394,7.5396,Neutral,Aroused,0,0,0,
Objects_274_h,Objects,274,h,Car,5.1167,2.1161,5.1094,1.993,5.619,1.4748,1600,1200,65.0787,58.8492,415982,28.4431,5.3151,4.7213,7.1212,Neutral,Aroused,0,0,0,
Objects_014_h,Objects,14,h,Sausages,5.1224,1.7634,4.6327,2.0585,5.7347,1.1324,1600,1200,106.1711,63.2834,321741,43.8328,0.3633,3.1801,7.7738,Neutral,Aroused,0,0,0,
Animals_006_v,Animals,6,v,Snake,5.125,1.5066,4.8281,1.7141,6.2308,1.5589,1200,1600,145.3762,64.5044,284918,59.2772,0.5596,-1.9937,7.7719,Neutral,Aroused,0,0,0,
Landscapes_044_h,Landscapes,44,h,House,5.125,1.7136,5.2537,1.57,4.4615,1.7055,1600,1200,158.1985,88.9815,436263,63.9846,5.5837,5.5287,7.5593,Neutral,Relaxed,0,0,0,
Landscapes_016_h,Landscapes,16,h,Block Of Flats,5.1333,1.2358,5.1489,1.268,4.087,1.4271,1600,1200,151.09,65.7295,316392,61.7907,-1.2749,2.9503,7.7745,Neutral,Relaxed,0,0,0,
Objects_046_h,Objects,46,h,Chicken,5.14,1.6904,5.06,1.9316,5.7143,1.4434,1600,1200,99.69,58.4579,322110,41.7981,5.6588,9.9581,7.762,Neutral,Aroused,0,0,0,
Animals_014_h,Animals,14,h,Snake,5.1449,1.8253,4.8841,2.0901,6,1.7016,1600,1200,109.846,71.2118,247786,45.2761,3.2438,14.1063,7.835,Neutral,Aroused,0,0,0,
People_100_h,People,100,h,Firemen,5.1458,1.7134,5.25,1.9624,6.0612,1.2317,1600,1200,129.6911,58.2897,278579,53.4476,1.0432,-2.865,7.5678,Neutral,Aroused,0,0,0,
Objects_065_h,Objects,65,h,Lobsters,5.1489,1.9558,4.7347,2.1773,5.625,1.2653,1600,1200,147.9524,75.1827,287435,60.8214,11.385,11.066,7.7417,Neutral,Aroused,0,0,0,
