ID,Category,Nr,V/H,Description,Valence,Valence_SD,AvAp,AvAp_SD,Arousal,Arousal_SD,Width,Height,Luminance,Contrast,JPEG_size80,LABL,LABA,LABB,Entropy,Category_Valence,Category_Arousal,Neutral,Negative,Positive,
Objects_264_v,Objects,264,v,Carousel,6.6042,1.4103,6.25,1.5778,5.0833,1.7964,1200,1600,174.3539,56.9702,377499,71.2145,-2.385,-6.4753,7.5512,Positive,Neutral,0,0,0,
Faces_313_h,Faces,313,h,Boys Playing,6.6078,1.4708,6.2745,1.2503,5.5294,1.5014,1600,1200,116.8869,59.8817,266909,48.2743,-0.4654,5.5313,7.5073,Positive,Aroused,0,0,0,
Faces_240_h,Faces,240,h,Woman Smiling,6.6119,1.435,6.7313,1.3324,5.3582,1.7727,1600,1200,97.9466,63.8346,269878,41.8514,10.299,16.8827,7.8087,Positive,Neutral,0,0,0,
Objects_048_h,Objects,48,h,Dumplings,6.6122,1.5655,6.4286,1.5411,5,1.9257,1600,1200,145.246,72.8542,268383,59.5497,5.7611,9.5133,7.7759,Positive,Neutral,0,0,0,
Faces_097_v,Faces,97,v,Boy Smiling,6.62,1.6022,5.88,1.6738,5,1.7625,1200,1600,100.2756,60.2247,211680,42.2839,13.3732,6.7116,7.6884,Positive,Neutral,0,0,0,
Landscapes_089_h,Landscapes,89,h,Garden,6.62,1.3686,6.64,1.3211,3.3529,1.4398,1600,1200,117.5327,64.7751,632480,48.9048,-13.39,20.2141,7.9083,Positive,Relaxed,0,0,1,
Objects_174_v,Objects,174,v,Guitar,6.6222,1.4348,6.6667,1.3817,5.0444,1.9535,1200,1600,37.5967,53.388,123368,14.9775,0.5269,8.5192,6.2551,Positive,Neutral,0,0,0,
Objects_072_v,Objects,72,v,Sushi,6.6275,1.4417,6.6471,1.4398,5.098,2.0616,1200,1600,107.1178,80.2671,179639,45.9078,17.1765,31.4814,7.6476,Positive,Neutral,0,0,0,
People_194_h,People,194,h,Rickshaw,6.6275,1.2955,6.08,1.7478,4.7843,1.7812,1600,1200,132.0098,73.3123,256329,53.8402,2.9239,3.8946,7.9215,Positive,Neutral,0,0,0,
Faces_138_h,Faces,138,h,Woman And Child,6.6275,1.4961,6.537,1.5136,4.1923,1.6691,1600,1200,96.256,67.0264,268683,40.95,13.8177,13.371,7.7519,Positive,Relaxed,0,0,1,
Faces_046_h,Faces,46,h,Girls Eating,6.6296,1.2483,6.2963,1.2229,4.3208,1.4777,1600,1200,90.712,70.3157,229370,39.0664,10.7637,13.5539,7.7023,Positive,Relaxed,0,0,1,
Faces_326_h,Faces,326,h,Man Jogging,6.6346,1.3866,6.1346,1.3724,4.5577,1.8086,1600,1200,126.8036,73.5817,358105,51.6866,0.2817,4.2893,7.8968,Positive,Relaxed,0,0,1,
Landscapes_172_h,Landscapes,172,h,Tree,6.64,1.3516,6.78,1.3138,3.2745,1.7214,1600,1200,95.4103,78.522,553420,38.5505,-1.8387,-0.3988,7.5649,Positive,Relaxed,0,0,1,
Animals_092_h,Animals,92,h,Dog,6.6458,1.5366,6.3673,1.5638,4.2917,1.713,1600,1200,135.9335,75.5156,358647,55.4023,2.5418,-6.2158,7.6691,Positive,Relaxed,0,0,1,
Objects_032_v,Objects,32,v,Food,6.6471,1.4117,6.4717,1.5641,4.5094,2.0345,1200,1600,177.6666,62.4196,426782,72.0305,-5.6552,22.8459,7.5412,Positive,Relaxed,0,0,1,
Animals_181_h,Animals,181,h,Butterfly,6.6522,1.4332,6.2553,1.9723,4.4043,1.624,1600,1200,140.7709,57.7472,212093,58.1137,-3.8331,18.8399,7.6901,Positive,Relaxed,0,0,1,
Animals_115_h,Animals,115,h,Cat,6.6522,1.4019,6.5745,1.4854,4.1667,1.8023,1600,1200,89.7983,67.4463,383288,36.922,1.3938,4.9028,7.7253,Positive,Relaxed,0,0,1,
Objects_267_v,Objects,267,v,Shoes,6.6531,1.4223,6.5102,1.2768,4.44,1.7631,1200,1600,86.717,53.0316,376530,37.2874,7.4866,6.9838,7.4522,Positive,Relaxed,0,0,1,
Landscapes_099_v,Landscapes,99,v,Snow,6.6571,1.4233,6.7606,1.3252,3.4366,1.865,1200,1600,154.4277,57.1668,359124,63.0672,-0.6185,3.0615,7.6488,Positive,Relaxed,0,0,1,
Faces_141_v,Faces,141,v,Children Playing,6.6596,1.3396,6.2917,1.7377,5.1875,1.8641,1200,1600,95.6999,63.3754,333532,39.6965,5.8296,9.6606,7.7749,Positive,Neutral,0,0,0,
Landscapes_023_h,Landscapes,23,h,Mountains,6.66,1.7912,6.7647,1.5823,4.4902,1.8587,1600,1200,110.4005,100.0315,289820,43.714,0.9341,-1.7668,7.2848,Positive,Relaxed,0,0,1,
Faces_229_v,Faces,229,v,Man,6.6667,1.5149,6.3636,1.3025,4.1308,1.4612,1200,1600,88.2873,75.6131,182388,37.1627,10.2498,14.2968,7.6621,Positive,Relaxed,0,0,1,
Objects_104_v,Objects,104,v,Sandwiches,6.6765,1.7741,6.3731,1.9056,5.2353,1.9556,1200,1600,104.9217,65.226,270306,44.1363,7.7003,10.4046,7.881,Positive,Neutral,0,0,0,
Animals_212_v,Animals,212,v,Parrot,6.6809,1.3369,6.5,1.2028,4.9167,1.6737,1200,1600,72.4727,52.0691,263754,29.9735,1.4883,15.7869,7.0256,Positive,Neutral,0,0,0,
Animals_112_v,Animals,112,v,Fish,6.6809,1.3926,6.6596,1.602,4.9043,2.1585,1200,1600,103.5507,66.5194,351244,43.8623,-3.4749,13.7455,7.8788,Positive,Neutral,0,0,0,
Faces_241_v,Faces,241,v,Man,6.6809,1.4906,6.1429,1.5943,4.4375,1.6747,1200,1600,47.6348,52.5782,243243,19.9134,5.905,8.8894,6.4515,Positive,Relaxed,0,0,1,
Faces_231_v,Faces,231,v,Woman Smiling,6.6809,1.2529,6.2444,1.1313,4.1957,1.0246,1200,1600,50.9104,66.1422,379573,20.2423,2.3608,3.6063,6.781,Positive,Relaxed,0,0,1,
Objects_183_h,Objects,183,h,Chessboards,6.6863,1.407,6.7885,1.405,4.3269,1.7118,1600,1200,112.9566,68.3913,496571,46.7895,1.9372,12.3499,7.9218,Positive,Relaxed,0,0,1,
Faces_348_h,Faces,348,h,Man Swimming,6.6875,1.4463,6.125,1.4964,5.625,1.6711,1600,1200,126.823,47.8404,284018,55.992,-8.7989,-17.8987,7.5335,Positive,Aroused,0,0,0,
Objects_102_v,Objects,102,v,Meal,6.6875,1.4166,6.6458,1.4364,5.1042,1.6534,1200,1600,162.8174,60.3155,207558,66.6198,3.0707,-4.9249,7.7277,Positive,Neutral,0,0,0,
Animals_106_h,Animals,106,h,Butterfly,6.6923,2.3224,6.6226,2.4513,5.3148,2.2723,1600,1200,103.4016,72.5115,381271,42.8998,6.4407,17.4958,7.8407,Positive,Neutral,0,0,0,
Faces_096_h,Faces,96,h,Boy Smiling,6.6939,1.5028,6.2,1.3553,5.2,1.2289,1600,1200,88.0935,60.3746,238887,38.1104,8.5471,5.1734,7.5705,Positive,Neutral,0,0,0,
People_041_h,People,41,h,Child,6.7,1.3868,6.5211,1.4229,4.5714,1.8772,1600,1200,129.7671,74.4968,397094,54.9713,13.368,9.7829,7.8218,Positive,Relaxed,0,0,1,
Faces_178_h,Faces,178,h,Elderly Woman,6.7,1.6067,6.24,1.4223,4.36,1.8818,1600,1200,146.5995,59.8443,195864,60.559,8.2898,23.3416,7.7299,Positive,Relaxed,0,0,1,
People_069_h,People,69,h,Fruit Stall,6.7059,1.316,6.5769,1.2887,4.78,1.9409,1600,1200,108.118,64.9712,265806,45.9956,6.3518,10.2992,7.8326,Positive,Neutral,0,0,0,
Animals_120_h,Animals,120,h,Monkeys,6.7059,1.4184,6.3333,1.5188,4.7255,1.8876,1600,1200,106.6623,64.6266,469800,44.6817,-4.9952,27.1043,7.8918,Positive,Neutral,0,0,0,
Faces_262_h,Faces,262,h,Elderly Woman,6.7059,1.3754,6.36,1.4394,4.7255,1.8009,1600,1200,130.1329,59.6132,183951,53.6546,-2.8266,6.2996,7.819,Positive,Neutral,0,0,0,
Landscapes_115_v,Landscapes,115,v,River,6.7059,1.7583,6.8039,1.709,3.5686,2.1657,1200,1600,149.2062,72.4607,350022,60.5931,-1.2121,-8.26,7.7306,Positive,Relaxed,0,0,1,
Animals_168_h,Animals,168,h,Cat,6.7143,1.5411,6.3265,1.688,4.2653,1.9015,1600,1200,157.2517,66.0287,255954,64.048,0.6148,14.9381,7.8388,Positive,Relaxed,0,0,1,
Faces_316_h,Faces,316,h,Man Jogging,6.72,1.4434,6.6275,1.3261,5.1765,1.7402,1600,1200,82.7602,68.7217,155383,34.0285,0.8209,6.9306,7.3705,Positive,Neutral,0,0,0,
Animals_192_h,Animals,192,h,Cat,6.72,1.4574,6.6078,1.4153,3.8431,2.0137,1600,1200,139.5847,84.4668,228931,56.4334,3.0574,8.3633,7.3006,Positive,Relaxed,0,0,1,
Faces_181_v,Faces,181,v,Elderly Woman,6.72,1.1959,6.34,1.2875,3.551,1.4443,1200,1600,95.3838,77.0737,295845,38.8747,1.0449,7.3344,7.6767,Positive,Relaxed,0,0,1,
Faces_236_h,Faces,236,h,Woman Smiling,6.7234,1.3784,6.1064,1.2723,5.4043,1.2097,1600,1200,47.9658,45.5946,253517,19.8056,4.6009,9.1233,6.9219,Positive,Neutral,0,0,0,
Faces_359_h,Faces,359,h,People Celebrating,6.7333,1.558,5.8222,1.7227,5.4545,1.606,1600,1200,135.767,71.6382,312400,56.3194,11.5769,19.5929,7.9232,Positive,Neutral,0,0,0,
Objects_033_h,Objects,33,h,Meal,6.7347,1.2874,6.551,1.3549,4.3469,1.888,1600,1200,107.1429,65.2505,296547,44.8414,6.3517,15.4884,7.825,Positive,Relaxed,0,0,1,
Animals_178_v,Animals,178,v,Dog,6.74,1.4259,6.54,1.4458,5.4286,1.7795,1200,1600,167.3737,76.0956,233599,67.7086,-8.4379,15.7449,7.3811,Positive,Neutral,0,0,0,
Landscapes_048_h,Landscapes,48,h,Terrace,6.74,1.6264,7.18,1.6374,3.3725,1.949,1600,1200,71.8617,79.3101,333033,28.7598,2.2705,2.9282,7.1634,Positive,Relaxed,0,0,1,
Faces_052_h,Faces,52,h,Girl Sleeping,6.74,1.3219,6.42,1.1796,3.12,1.4234,1600,1200,89.1382,74.3582,169143,36.183,0.3401,1.6757,7.621,Positive,Relaxed,0,0,1,
Faces_249_v,Faces,249,v,Buddhist Monk,6.7451,1.3542,6.4902,1.4611,3.451,1.9831,1200,1600,111.4412,47.324,346974,46.717,-0.4153,4.8377,7.3872,Positive,Relaxed,0,0,1,
Objects_085_h,Objects,85,h,Cake,6.7463,1.4285,6.7761,1.6951,4.8209,1.9612,1600,1200,166.1631,78.2209,168106,66.8027,2.7112,2.8479,7.4485,Positive,Neutral,0,0,0,
Objects_260_h,Objects,260,h,Toy,6.7536,1.3548,6.087,1.3475,4.4493,1.5101,1600,1200,73.7424,78.0381,155587,30.3933,7.4611,8.728,7.2373,Positive,Relaxed,0,0,1,
People_162_h,People,162,h,Woman Jogging,6.7551,1.5749,6.34,1.3494,5.14,1.7729,1600,1200,107.099,81.5197,187921,43.6261,-0.0472,-1.1868,7.7969,Positive,Neutral,0,0,0,
Animals_089_v,Animals,89,v,Lizard,6.7551,1.3774,6.6735,1.2972,4.44,1.4868,1200,1600,132.8442,70.1419,253258,54.1752,-0.4454,3.1684,7.0881,Positive,Relaxed,0,0,1,
People_106_v,People,106,v,City,6.76,1.4647,6.6,1.4983,4.28,1.6908,1200,1600,89.635,70.7721,300118,36.5878,0.2633,4.2455,7.6764,Positive,Relaxed,0,0,1,
People_250_h,People,250,h,Boat,6.76,1.2545,6.88,1.272,2.98,1.7437,1600,1200,136.1422,72.6994,268463,55.4468,-1.9846,-0.2442,7.9177,Positive,Relaxed,0,0,1,
Faces_110_h,Faces,110,h,Girls Smiling,6.7647,1.3355,5.9412,1.3916,4.44,1.4591,1600,1200,113.2679,65.5578,232258,47.9328,4.5433,8.0532,7.8905,Positive,Relaxed,0,0,1,
Animals_126_h,Animals,126,h,Camels,6.7681,1.4053,6.7246,1.3048,3.5429,1.9087,1600,1200,169.4539,87.832,397182,68.0315,4.7387,4.3074,6.7873,Positive,Relaxed,0,0,1,
Landscapes_085_h,Landscapes,85,h,Cabin,6.7692,1.3808,6.8077,1.4422,3.566,1.7814,1600,1200,107.5124,69.9663,446020,44.2522,-3.6633,7.4678,7.8838,Positive,Relaxed,0,0,1,
People_109_h,People,109,h,Beach,6.7727,1.5271,7.0303,1.4777,3.5606,1.9543,1600,1200,121.6101,72.4993,211718,50.4936,-2.1241,-7.6934,7.4092,Positive,Relaxed,0,0,1,
Objects_073_h,Objects,73,h,Scrambled Eggs,6.7755,1.6364,6.5714,1.4577,4.5306,1.769,1600,1200,82.9888,62.875,282206,34.8198,6.6175,12.6158,7.5821,Positive,Relaxed,0,0,1,
Animals_152_h,Animals,152,h,Black Swan,6.7755,1.123,6.551,1.0813,3.9184,1.7058,1600,1200,89.2371,54.1379,294201,37.1681,-0.6255,-5.2092,7.5545,Positive,Relaxed,0,0,1,
Animals_122_h,Animals,122,h,Monkeys,6.78,1.3596,6.4,1.5649,5.1765,1.9463,1600,1200,75.5611,65.611,410424,31.2686,0.0938,19.0752,7.4808,Positive,Neutral,0,0,0,
Animals_193_h,Animals,193,h,Butterfly,6.78,1.4327,6.44,1.567,4.0204,2.0258,1600,1200,110.1736,62.2612,243798,45.316,-3.0041,4.5695,7.665,Positive,Relaxed,0,0,1,
Animals_096_h,Animals,96,h,Dogs,6.7885,1.637,6.5769,1.5383,5,2.2804,1600,1200,90.7133,49.6773,405946,37.8655,-2.3023,13.512,7.5443,Positive,Neutral,0,0,0,
Animals_118_h,Animals,118,h,Monkey,6.7885,1.391,6.5,1.3358,4.6538,1.7477,1600,1200,122.9125,71.8872,378073,50.7284,-6.3109,13.9538,7.9725,Positive,Neutral,0,0,0,
Objects_098_v,Objects,98,v,Carrots,6.7885,1.391,6.6346,1.2838,4.0385,1.6205,1200,1600,120.8092,48.555,222015,51.9469,6.5599,21.8322,7.5868,Positive,Relaxed,0,0,1,
Landscapes_107_h,Landscapes,107,h,Grass,6.7917,1.4434,6.6809,1.3848,3.4468,1.7669,1600,1200,119.7966,52.8891,430397,51.3073,-26.7559,44.3359,7.6776,Positive,Relaxed,0,0,1,
Objects_069_h,Objects,69,h,Dumplings,6.7959,1.6454,6.8163,1.603,5.4694,1.9268,1600,1200,108.8116,86.7368,194380,44.4299,7.1013,14.3556,7.7172,Positive,Neutral,0,0,0,
Objects_025_h,Objects,25,h,Potato Pancakes,6.7959,1.4997,6.66,1.6364,4.7347,1.7414,1600,1200,81.7782,79.5889,223145,33.102,3.8874,5.755,7.4701,Positive,Neutral,0,0,0,
Faces_323_h,Faces,323,h,Men Smiling,6.8039,1.5365,6.4231,1.6491,4.7647,1.7617,1600,1200,101.8242,77.2723,232516,41.6928,4.2811,5.7088,7.8189,Positive,Neutral,0,0,0,
Landscapes_108_v,Landscapes,108,v,Waterfall,6.8039,1.9801,6.8077,1.8475,3.4615,2.1914,1200,1600,95.6753,67.8994,384806,39.0707,-2.2755,4.9594,7.5795,Positive,Relaxed,0,0,1,
Faces_322_v,Faces,322,v,Woman Smiling,6.8043,1.5293,6.1522,1.8131,5.3778,1.4188,1200,1600,101.5927,67.4722,266201,42.6807,4.5684,7.3025,7.7417,Positive,Neutral,0,0,0,
Objects_262_h,Objects,262,h,Fountain,6.8077,1.4285,6.5962,1.4452,4.6154,1.8593,1600,1200,116.4273,71.1532,364151,47.7443,5.2362,-0.7077,7.8414,Positive,Relaxed,0,0,1,
Landscapes_041_h,Landscapes,41,h,Cabin,6.8077,1.6335,6.3846,1.7281,4.1346,2.2668,1600,1200,72.5253,68.4427,562574,29.4277,-1.7855,3.1099,7.4636,Positive,Relaxed,0,0,1,
Animals_136_h,Animals,136,h,Cat,6.8085,1.4086,6.6667,1.3579,3.3333,1.8141,1600,1200,119.3262,57.2747,306864,49.8401,2.659,2.7956,7.7873,Positive,Relaxed,0,0,1,
Animals_098_h,Animals,98,h,Monkeys,6.8163,1.3177,6.68,1.3161,4.4,1.7496,1600,1200,142.3852,52.1132,415400,58.7956,-4.4497,8.7906,7.6342,Positive,Relaxed,0,0,1,
Faces_344_h,Faces,344,h,Elderly Women,6.8281,1.4752,5.8871,1.3195,4.5,1.5533,1600,1200,108.528,49.457,400244,45.5284,-5.7768,8.6827,7.4491,Positive,Relaxed,0,0,1,
Animals_197_h,Animals,197,h,Kangaroo,6.8298,1.4791,6.3333,1.4635,5.1458,1.5157,1600,1200,77.1723,56.2544,486346,33.0173,12.2863,14.3385,7.5651,Positive,Neutral,0,0,0,
Faces_093_v,Faces,93,v,Man And A Girl,6.8333,1.4504,6.5185,1.4241,4.3846,1.5861,1200,1600,107.2433,65.2073,233513,43.9805,-0.3752,0.8808,7.7607,Positive,Relaxed,0,0,1,
Animals_114_h,Animals,114,h,Cat,6.84,1.3149,6.2653,1.6301,4.02,1.7784,1600,1200,88.1004,58.0745,194090,36.9745,8.1303,12.1047,7.5922,Positive,Relaxed,0,0,1,
Landscapes_112_v,Landscapes,112,v,Garden,6.84,1.4337,6.6,1.3851,3.34,1.493,1200,1600,122.4081,57.617,544300,51.111,-5.4991,26.1866,7.2284,Positive,Relaxed,0,0,1,
Faces_121_h,Faces,121,h,Mother And Child,6.8406,1.5869,6.597,1.4879,4.1014,1.9937,1600,1200,149.9781,85.9457,125384,60.4321,-1.3508,-1.1967,7.3599,Positive,Relaxed,0,0,1,
Faces_244_h,Faces,244,h,Elderly Woman,6.8406,1.4207,6.3623,1.5432,4,1.6751,1600,1200,81.9876,77.9755,187756,33.3527,4.887,6.5191,7.4797,Positive,Relaxed,0,0,1,
Faces_254_h,Faces,254,h,Woman,6.8462,1.1612,6.5577,1.2589,4.4314,1.8895,1600,1200,117.4914,66.4162,278842,48.7549,6.9808,9.3212,7.8983,Positive,Relaxed,0,0,1,
Faces_042_h,Faces,42,h,Boy Smiling,6.8462,1.3193,6.6538,1.2968,4.1731,1.9576,1600,1200,108.918,37.7754,255623,45.73,-0.7763,10.6611,7.0826,Positive,Relaxed,0,0,1,
People_178_h,People,178,h,Roller Skater,6.8529,1.4789,6.5758,1.4365,5.5294,1.9583,1600,1200,158.0526,44.0484,372716,64.77,-6.903,4.0395,6.5288,Positive,Aroused,0,0,0,
Faces_132_h,Faces,132,h,Boy On A Slide,6.8542,1.5977,6.625,1.5929,5.6458,1.4065,1600,1200,130.9231,59.0652,178692,56.7633,16.7106,51.1047,7.5384,Positive,Aroused,0,0,0,
People_044_h,People,44,h,Child,6.8542,1.2714,6.5625,1.3194,3.766,1.6447,1600,1200,117.5995,49.1639,440260,49.6517,-3.57,18.9809,7.5177,Positive,Relaxed,0,0,1,
People_101_h,People,101,h,Boats,6.8551,1.3315,6.9155,1.5469,4.4507,2.1566,1600,1200,139.9132,55.7965,447284,58.3332,-4.3806,-3.6928,7.4179,Positive,Relaxed,0,0,1,
Faces_246_v,Faces,246,v,Man Smiling,6.8571,1.6583,6.58,1.6174,4.7755,1.8626,1200,1600,94.5133,72.482,159010,38.9922,7.7612,7.6173,7.6753,Positive,Neutral,0,0,0,
Faces_084_v,Faces,84,v,Woman And A Child,6.8571,1.2416,6.2653,1.1138,4.3878,1.6933,1200,1600,101.0988,71.508,415291,41.9768,4.3151,12.8092,7.7558,Positive,Relaxed,0,0,1,
Faces_360_v,Faces,360,v,People Smiling,6.8592,1.2224,6.5417,1.3629,4.9028,1.8089,1200,1600,133.1942,66.3514,354064,54.7813,4.3879,15.5802,7.9062,Positive,Neutral,0,0,0,
Objects_103_h,Objects,103,h,French Fries,6.86,1.552,6.7059,1.346,4.8776,1.6787,1600,1200,122.4231,60.9873,235274,51.392,6.3676,14.4905,7.8606,Positive,Neutral,0,0,0,
Landscapes_062_h,Landscapes,62,h,Buildings,6.86,1.4709,6.82,1.5211,4.04,2.0599,1600,1200,146.14,83.7487,234402,58.9237,-0.8261,-0.1527,7.6879,Positive,Relaxed,0,0,1,
Landscapes_150_v,Landscapes,150,v,Flowers,6.86,1.6164,6.56,1.5407,3.76,1.7792,1200,1600,113.2057,60.1607,329561,47.9272,4.1625,15.4494,7.7269,Positive,Relaxed,0,0,1,
Faces_253_v,Faces,253,v,Woman Smiling,6.8654,1.6453,6.4423,1.6138,4.8431,1.9429,1200,1600,119.1156,58.7246,332283,49.9097,0.8992,6.9532,7.666,Positive,Neutral,0,0,0,
Objects_030_v,Objects,30,v,Meal,6.8654,1.4955,6.8627,1.3859,4.1176,1.728,1200,1600,184.6127,59.882,207720,74.6672,0.7778,3.182,7.4636,Positive,Relaxed,0,0,1,
Animals_205_h,Animals,205,h,Squirrel,6.8723,1.1725,6.3696,1.2886,4.617,1.4529,1600,1200,118.4402,47.9013,495573,49.3684,2.8601,8.7265,7.6014,Positive,Relaxed,0,0,1,
Landscapes_050_h,Landscapes,50,h,House,6.8723,1.4237,6.9362,1.187,2.9783,1.498,1600,1200,139.3952,64.3033,568590,57.518,-12.1531,20.7245,7.8615,Positive,Relaxed,0,0,1,
Landscapes_100_h,Landscapes,100,h,Water,6.88,1.409,7.0612,1.6509,3.8,2.1853,1600,1200,72.1084,58.4769,382976,29.631,2.8629,-0.0255,7.3986,Positive,Relaxed,0,0,1,
People_099_h,People,99,h,River,6.8824,1.5575,6.566,1.3799,4.717,2.0511,1600,1200,109.1053,62.2561,276410,45.3451,4.3712,-16.06,7.7057,Positive,Neutral,0,0,0,
Faces_256_h,Faces,256,h,Elderly Woman,6.8889,1.2472,5.7556,1.4006,4.5333,1.5015,1600,1200,106.3728,58.0611,297904,44.3044,1.3553,5.6215,7.7701,Positive,Relaxed,0,0,1,
Animals_153_v,Animals,153,v,Turtle,6.8913,1.3204,6.2826,1.5006,4.2609,1.5696,1200,1600,103.2022,81.8287,505291,42.1046,-10.3538,11.0227,7.7733,Positive,Relaxed,0,0,1,
Faces_113_h,Faces,113,h,Boy Playing,6.8958,1.3086,6.3125,1.2742,5.125,1.9746,1600,1200,115.4987,61.7215,204041,48.3136,1.6142,-0.1133,7.3807,Positive,Neutral,0,0,0,
Animals_180_h,Animals,180,h,Dog,6.9,1.2817,6.78,1.3138,4.84,2.0933,1600,1200,118.7283,54.8465,583200,49.4506,-12.5058,13.0911,7.7518,Positive,Neutral,0,0,0,
Faces_304_h,Faces,304,h,Men In The Water,6.902,1.3893,6.4314,1.3001,5,2.0199,1600,1200,146.9496,48.4008,290170,61.2348,-16.67,-3.0204,7.5582,Positive,Neutral,0,0,0,
Faces_179_v,Faces,179,v,Woman,6.9038,1.4985,6.283,1.199,4.2692,1.6582,1200,1600,130.918,63.2217,258324,54.326,3.5667,13.497,7.7461,Positive,Relaxed,0,0,1,
Faces_332_v,Faces,332,v,Man Exercising,6.913,1.3304,6.0435,1.4751,5.1778,1.7489,1200,1600,134.004,72.3121,634906,54.8247,-4.5525,15.536,7.9325,Positive,Neutral,0,0,0,
Faces_103_h,Faces,103,h,Men Smiling,6.9167,1.5135,6.3673,1.3948,4.7234,1.8615,1600,1200,107.956,101.0187,129058,42.8678,3.2894,5.4028,7.0776,Positive,Neutral,0,0,0,
Faces_094_h,Faces,94,h,Woman And A Girl,6.9184,1.5921,6.64,1.5618,4.6042,1.9212,1600,1200,113.8949,67.3158,300413,47.4416,4.3227,20.0038,7.8731,Positive,Relaxed,0,0,1,
Animals_113_h,Animals,113,h,Horse,6.9184,1.5524,6.8163,1.4387,3.5102,1.9053,1600,1200,131.5537,74.6867,408199,53.6213,-3.8624,7.8275,7.8625,Positive,Relaxed,0,0,1,
Animals_165_h,Animals,165,h,Goats,6.92,1.6142,6.5098,1.7478,5.2549,1.8422,1600,1200,91.9618,67.9826,473733,37.7671,3.3525,0.9643,7.7388,Positive,Neutral,0,0,0,
Faces_076_h,Faces,76,h,Girl Playing,6.9231,1.4121,6.2692,1.2851,4.36,1.4535,1600,1200,161.5768,63.4733,224621,66.1197,-8.7435,12.0649,7.596,Positive,Relaxed,0,0,1,
Faces_098_h,Faces,98,h,Girl,6.9231,1.2183,6.6154,1.4024,3.9615,1.8037,1600,1200,123.3003,80.1669,142930,51.143,8.8324,6.541,7.4726,Positive,Relaxed,0,0,1,
People_171_v,People,171,v,Woman,6.9348,1.3565,6.5417,1.4136,5.3617,1.436,1200,1600,123.2837,59.585,436276,51.028,1.2378,9.0132,7.617,Positive,Neutral,0,0,0,
People_046_h,People,46,h,Children,6.9375,1.3433,6.4375,1.4426,4.1875,1.7704,1600,1200,88.173,84.5696,211078,38.4035,18.5072,16.5372,7.3264,Positive,Relaxed,0,0,1,
Objects_079_h,Objects,79,h,Jam,6.9383,1.4173,7.0244,1.4655,4.8293,1.9926,1600,1200,88.8968,82.8085,159251,37.0262,5.6982,3.1261,6.836,Positive,Neutral,0,0,0,
Objects_078_h,Objects,78,h,Pizza,6.9388,1.5733,7.0612,1.5865,5.3673,2.0886,1600,1200,122.0288,68.3163,301150,51.1941,5.6058,6.7064,7.9227,Positive,Neutral,0,0,0,
Animals_185_h,Animals,185,h,Birds,6.9388,1.4202,6.5306,1.3556,3.5,1.4875,1600,1200,129.9412,35.0907,398614,55.0074,-24.327,26.1537,7.0467,Positive,Relaxed,0,0,1,
Faces_261_v,Faces,261,v,Woman Smiling,6.942,1.5424,6.4118,1.6593,5.2464,1.9358,1200,1600,144.244,87.8574,209425,59.2022,10.6842,16.8824,7.4547,Positive,Neutral,0,0,0,
Faces_095_h,Faces,95,h,Girl Eating,6.9423,1.3048,6.5385,1.2121,4.8269,1.5558,1600,1200,132.5825,62.6472,215117,55.4976,8.3134,9.3541,7.7353,Positive,Neutral,0,0,0,
Faces_248_v,Faces,248,v,Girl,6.9434,1.3504,6.5094,1.3101,4.4151,1.6691,1200,1600,120.3271,65.5808,294387,49.9455,5.1647,11.9252,7.8743,Positive,Relaxed,0,0,1,
Landscapes_127_h,Landscapes,127,h,Flowers,6.9545,1.3523,6.7761,1.3006,3.5522,1.9328,1600,1200,120.4311,62.5264,279832,50.873,-7.3792,30.4738,7.8023,Positive,Relaxed,0,0,1,
Animals_155_v,Animals,155,v,Cat,6.9574,1.5737,6.6809,1.4906,3.9149,1.8037,1200,1600,69.9344,56.8813,140373,31.7346,15.1958,12.9686,7.1588,Positive,Relaxed,0,0,1,
Faces_099_h,Faces,99,h,Boy,6.9583,1.1291,6.6458,1.2461,4.0208,1.4065,1600,1200,120.3805,77.5691,212626,49.0587,1.4844,2.2505,7.8206,Positive,Relaxed,0,0,1,
Objects_323_h,Objects,323,h,Car,6.96,1.3242,7.3469,1.3471,5.0217,2.2754,1600,1200,127.7196,69.677,250330,52.6555,3.8723,0.1102,7.7455,Positive,Neutral,0,0,0,
Landscapes_149_h,Landscapes,149,h,Rocks,6.96,1.6655,7.26,1.5493,3.76,2.2457,1600,1200,156.11,60.7629,268155,63.7439,0.7699,2.5152,7.5916,Positive,Relaxed,0,0,1,
Faces_129_h,Faces,129,h,Children,6.9615,1.2828,6.4906,1.527,4.2308,1.9262,1600,1200,91.8809,56.2348,353679,40.5402,4.4334,12.0278,7.6408,Positive,Relaxed,0,0,1,
Objects_075_h,Objects,75,h,Meal,6.9677,1.6393,6.7097,1.8411,4.9355,1.8806,1600,1200,195.2582,68.5609,256758,78.3789,2.766,12.296,7.0047,Positive,Neutral,0,0,0,
Faces_238_h,Faces,238,h,Man Smiling,6.9692,1.369,6.1818,1.1755,4.4242,1.4365,1600,1200,141.035,83.4078,176917,57.8077,4.7253,17.5795,7.4813,Positive,Relaxed,0,0,1,
